"","treatment","cash","accts_amt","stroop_time","income_less20k","log_cash","log_accts_amt","log_stroop_time"
"1335","After Payday",30,2000,7.69374498724937,0,3.40119738166216,7.60090245954208,2.040407659415
"1336","After Payday",20,150,7.76982407768567,1,2.99573227355399,5.01063529409626,2.05024752289874
"1337","Before Payday",30,750,6.47404545545578,0,3.40119738166216,6.62007320653036,1.86780117671137
"1338","Before Payday",20,125,7.58666116992633,0,2.99573227355399,4.8283137373023,2.02639159606335
"1339","After Payday",40,NA,7.23890819152196,0,3.68887945411394,NA,1.97947039274985
"1340","Before Payday",79,845,7.52610609928767,0,4.36944785246702,6.73933662735717,2.01837778977154
"1341","After Payday",21,300,7.73289038737615,0,3.04452243772342,5.7037824746562,2.04548271086927
"1342","After Payday",100,800,7.21453062693278,0,4.60517018598809,6.68461172766793,1.97609713493748
"1343","After Payday",345,90,7.6243084470431,1,5.84354441703136,4.49980967033027,2.03134162291064
"1344","Before Payday",55,58000,7.58901580174764,0,4.00733318523247,10.9681982895286,2.02670191261063
"1345","Before Payday",250,25000,7.61138892173767,0,5.52146091786225,10.1266311038503,2.02964566793209
"1346","After Payday",32,200,7.68383598327637,1,3.46573590279973,5.29831736654804,2.03911889945158
"1347","Before Payday",NA,NA,7.47805213928223,1,NA,NA,2.01197234888716
"1348","After Payday",450,4300,7.62606172760328,0,6.10924758276437,8.36637030168165,2.03157155576444
"1349","Before Payday",100,1500,7.60775285959244,0,4.60517018598809,7.3132203870903,2.02916784043476
"1350","Before Payday",100,1000,7.93000237147013,0,4.60517018598809,6.90775527898214,2.07065333469717
"1351","Before Payday",0,NA,7.44511994719505,1,0,NA,2.00755877711365
"1352","After Payday",20,200,7.551525781552,0,2.99573227355399,5.29831736654804,2.02174963311523
"1353","After Payday",250,3100,7.24698975682259,1,5.52146091786225,8.03915739047324,1.98058617668922
"1354","After Payday",NA,NA,7.79125905036926,0,NA,NA,2.05300247074708
"1355","After Payday",75,1000,7.54770764708519,0,4.31748811353631,6.90775527898214,2.02124389425554
"1356","After Payday",6,1200,6.35831701258818,1,1.79175946922805,7.09007683577609,1.84976372167157
"1357","After Payday",1500,8000,7.3895734945933,1,7.3132203870903,8.98719682066197,2.00007001943713
"1358","After Payday",50,11000,7.57071117560069,1,3.91202300542815,9.30565055178051,2.02428700961534
"1359","After Payday",NA,NA,8.11715337137381,0,NA,NA,2.09397952268169
"1360","Before Payday",45,1750,7.54727964599927,0,3.80666248977032,7.46737106691756,2.02118718654487
"1361","After Payday",80,14000,7.44891540209452,0,4.38202663467388,9.5468126085974,2.00806843818167
"1362","After Payday",50,8000,7.55366871754328,0,3.91202300542815,8.98719682066197,2.02203336809207
"1363","Before Payday",2000,400,7.796174655358,0,7.60090245954208,5.99146454710798,2.05363318459575
"1364","Before Payday",150,6500,7.67665109038353,0,5.01063529409626,8.77955745588373,2.0381833961199
"1365","Before Payday",250,2900,7.60757339994113,0,5.52146091786225,7.97246601597457,2.02914425110802
"1366","Before Payday",NA,NA,7.61259159445763,1,NA,NA,2.02980366507629
"1367","After Payday",56,300,7.47213848431905,0,4.02535169073515,5.7037824746562,2.0111812345234
"1368","Before Payday",22,4,7.85368745525678,1,3.09104245335832,1.38629436111989,2.0609831610244
"1369","Before Payday",NA,NA,7.43638097246488,0,NA,NA,2.00638430206817
"1370","Before Payday",20,1100,7.73849666118622,0,2.99573227355399,7.00306545878646,2.04620743891568
"1371","After Payday",43,12000,7.64611047506332,0,3.76120011569356,9.39266192877014,2.03419708390948
"1372","Before Payday",80,30000,7.80376216769218,0,4.38202663467388,10.3089526606443,2.05460594660352
"1373","After Payday",160,13000,7.59479074676832,1,5.07517381523383,9.47270463644367,2.02746258422228
"1374","After Payday",130,4000,7.37284397085508,1,4.86753445045558,8.29404964010203,1.99780351655045
"1375","After Payday",NA,NA,7.43999025225639,1,NA,NA,2.00686953866355
"1376","Before Payday",20,15000,7.70270100235939,0,2.99573227355399,9.61580548008435,2.04157104687808
"1377","Before Payday",20,300,7.36810677250226,0,2.99573227355399,5.7037824746562,1.99716079022996
"1378","Before Payday",0,130,7.35772231221199,0,0,4.86753445045558,1.99575041639608
"1379","After Payday",27,800,8.10678521623003,0,3.29583686600433,6.68461172766793,2.09270139203552
"1380","After Payday",200,1000,7.59493931134542,0,5.29831736654804,6.90775527898214,2.02748214540955
"1381","Before Payday",600,69000,7.19959983229637,1,6.39692965521615,11.1418617835794,1.97402544562972
"1382","After Payday",15,100,7.66104703148206,0,2.70805020110221,4.60517018598809,2.03614866259456
"1383","After Payday",500,25000,7.52521063884099,0,6.21460809842219,10.1266311038503,2.01825880211573
"1384","After Payday",40,3000,7.66539079944293,0,3.68887945411394,8.00636756765025,2.03671549594815
"1385","After Payday",50,500,7.52405003706614,0,3.91202300542815,6.21460809842219,2.01810456174444
"1386","After Payday",100,500,7.59315217534701,0,4.60517018598809,6.21460809842219,2.02724681156155
"1387","Before Payday",40,5000,7.74644591410955,0,3.68887945411394,8.51719319141624,2.04723414645211
"1388","After Payday",40,26000,7.57868188619614,0,3.68887945411394,10.1658518170036,2.02533929089136
"1389","Before Payday",12,1400,7.47919587294261,1,2.484906649788,7.24422751560335,2.01212528259016
"1390","Before Payday",2,77000,7.76409964760145,0,0.693147180559945,11.2515607008358,2.0495104997944
"1391","After Payday",200,2200,7.65277290344238,1,5.29831736654804,7.69621263934641,2.03506805319991
"1392","Before Payday",1200,12000,7.94934198260307,0,7.09007683577609,9.39266192877014,2.07308915575677
"1393","After Payday",475,6200,7.69491108258565,0,6.16331480403464,8.73230457103318,2.04055921200454
"1394","After Payday",240,240,7.3880415558815,0,5.48063892334199,5.48063892334199,1.9998626871021
"1395","Before Payday",5,500,7.40578377246857,0,1.6094379124341,6.21460809842219,2.00226128580117
"1396","After Payday",NA,NA,7.79142752289772,0,NA,NA,2.0530240937872
"1397","Before Payday",350,7300,7.43673533201218,1,5.85793315448346,8.89562962713648,2.00643195308362
"1398","Before Payday",12,630,7.58488423625628,1,2.484906649788,6.44571981938558,2.02615735048973
"1399","Before Payday",150,30000,8.17532723148664,0,5.01063529409626,10.3089526606443,2.10112074429861
"1400","After Payday",1000,1000,7.73952467242877,0,6.90775527898214,6.90775527898214,2.04634027388494
"1401","After Payday",106,5202,7.68804247180621,1,4.66343909411207,8.5567984460086,2.03966619608122
"1402","Before Payday",40,28,7.33787180980047,0,3.68887945411394,3.3322045101752,1.99304885641561
"1403","Before Payday",140,5000,7.56264844536781,0,4.9416424226093,8.51719319141624,2.02322145230386
"1404","Before Payday",5,36,7.63408597310384,0,1.6094379124341,3.58351893845611,2.03262321612809
"1405","Before Payday",10,50,7.66810802618663,1,2.30258509299405,3.91202300542815,2.03706991300626
"1406","After Payday",44,9700,7.24270904064178,0,3.78418963391826,9.17988116449147,1.97999531329514
"1407","Before Payday",30,250,7.50554310282071,0,3.40119738166216,5.52146091786225,2.01564182793296
"1408","After Payday",20,225,7.74551457166672,0,2.99573227355399,5.41610040220442,2.04711391086994
"1409","After Payday",15,2800,7.58561795949936,0,2.70805020110221,7.9373746961633,2.02625408074087
"1410","After Payday",20,450,7.51401406526566,0,2.99573227355399,6.10924758276437,2.01676981902461
"1411","Before Payday",35,227,7.23787061373393,0,3.55534806148941,5.4249500174814,1.97932704901244
"1412","Before Payday",85,200,7.70945930480957,0,4.44265125649032,5.29831736654804,2.0424480560382
"1413","After Payday",16,NA,6.4586499830087,0,2.77258872223978,NA,1.86542031499654
"1414","Before Payday",15,600,7.41391564408938,0,2.70805020110221,6.39692965521615,2.00335872674223
"1415","After Payday",200,14739,7.8445999721686,1,5.29831736654804,9.59825232083676,2.05982539344685
"1416","After Payday",200,25000,7.4124295314153,0,5.29831736654804,10.1266311038503,2.00315825755559
"1417","Before Payday",42,5000,7.36961424350739,0,3.73766961828337,8.51719319141624,1.99736536338055
"1418","After Payday",60,2600,7.47030018766721,0,4.0943445622221,7.86326672400957,2.01093518410266
"1419","After Payday",800,6000,7.60706680019697,0,6.68461172766793,8.69951474821019,2.02907765738807
"1420","Before Payday",0,16,7.43861971298854,1,0,2.77258872223978,2.00668530918581
"1421","After Payday",10,10,7.55077876647313,0,2.30258509299405,2.30258509299405,2.02165070581879
"1422","Before Payday",53,5000,7.47084021568298,0,3.97029191355212,8.51719319141624,2.01100747149189
"1423","After Payday",18,1150,7.66406225164731,1,2.89037175789616,7.0475172213573,2.03654216324091
"1424","After Payday",0,1757,7.67046294609706,1,0,7.4713630881871,2.0373769715886
"1425","Before Payday",800,13000,7.42585359017054,1,6.68461172766793,9.47270463644367,2.00496763972031
"1426","Before Payday",NA,NA,7.46259093284607,0,NA,NA,2.00990266395049
"1427","Before Payday",28,12000,7.4098886748155,1,3.3322045101752,9.39266192877014,2.00281541555351
"1428","After Payday",300,1300,7.58687347173691,0,5.7037824746562,7.17011954344963,2.02641957923479
"1429","After Payday",40,1500,7.29352884491285,0,3.68887945411394,7.3132203870903,1.9869874954157
"1430","Before Payday",NA,NA,7.6363106071949,0,NA,NA,2.03291458172493
"1431","Before Payday",0,2,7.28298458456993,0,0,0.693147180559945,1.98554074860165
"1432","After Payday",1,1200,7.63348909219106,1,0,7.09007683577609,2.03254502677443
"1433","After Payday",16,4500,7.63450806339582,1,2.77258872223978,8.41183267575841,2.03267850481951
"1434","Before Payday",2,255,7.71888463695844,0,0.693147180559945,5.54126354515843,2.04366987652094
"1435","After Payday",55,11000,7.63337243596713,0,4.00733318523247,9.30565055178051,2.03252974449475
"1436","After Payday",1,100,7.40638465682666,0,0,4.60517018598809,2.00234241968258
"1437","Before Payday",80,2000,7.65710144241651,0,4.38202663467388,7.60090245954208,2.03563351036718
"1438","Before Payday",400,7000,7.51915525396665,0,5.99146454710798,8.85366542803745,2.01745379840278
"1439","Before Payday",1500,35000,7.59513488411903,0,7.3132203870903,10.4631033404715,2.02750789548438
"1440","After Payday",4000,30000,7.5356916586558,0,8.29404964010203,10.3089526606443,2.01965062065352
"1441","After Payday",1000,0,7.78517588973045,1,6.90775527898214,0,2.05222139844505
"1442","After Payday",85,450,7.6162603298823,0,4.44265125649032,6.10924758276437,2.03028547887471
"1443","After Payday",NA,NA,7.85456914901733,0,NA,NA,2.06109541966439
"1444","Before Payday",50,900,7.29532217979431,0,3.91202300542815,6.80239476332431,1.98723334546756
"1445","After Payday",300,2000,7.74691727757454,0,5.7037824746562,7.60090245954208,2.04729499359799
"1446","Before Payday",10,1000,7.47371208667755,0,2.30258509299405,6.90775527898214,2.01139180833542
"1447","After Payday",5,400,7.43144490321477,1,1.6094379124341,5.99146454710798,2.0057203086272
"1448","After Payday",30,200,7.58095653851827,1,3.40119738166216,5.29831736654804,2.02563938410935
"1449","Before Payday",102,60000,7.39759896198909,1,4.62497281328427,11.0020998412042,2.00115548296403
"1450","After Payday",40,2500,7.53446060419083,0,3.68887945411394,7.82404601085629,2.01948724413997
"1451","After Payday",50,20000,7.53642791509628,0,3.91202300542815,9.90348755253613,2.01974831845076
"1452","Before Payday",30,1000,7.80582531293233,0,3.40119738166216,6.90775527898214,2.05487028994439
"1453","After Payday",35,2100,7.43237386147181,0,3.55534806148941,7.64969262371151,2.00584530453478
"1454","After Payday",8,498,7.51778066158295,0,2.07944154167984,6.21060007702465,2.01727096961436
"1455","Before Payday",5,200,7.78163896004359,1,1.6094379124341,5.29831736654804,2.05176697924859
"1456","Before Payday",500,7000,7.42551177740097,0,6.21460809842219,8.85366542803745,2.00492160856275
"1457","Before Payday",3,2,7.40878998239835,1,1.09861228866811,0.693147180559945,2.00266713075098
"1458","After Payday",7,725,7.73111228148143,1,1.94591014905531,6.58617165485467,2.04525274377206
"1459","After Payday",800,19000,7.28908336162567,1,6.68461172766793,9.85219425814858,1.98637779896874
"1460","Before Payday",20,1000,7.86499499281247,0,2.99573227355399,6.90775527898214,2.06242189986827
"1461","After Payday",100,25000,7.3401690920194,0,4.60517018598809,10.1266311038503,1.99336187942094
"1462","Before Payday",500,105,7.70314146081607,0,6.21460809842219,4.65396035015752,2.04162822758181
"1463","Before Payday",4,250,7.84311450521151,1,1.38629436111989,5.52146091786225,2.05963601379392
"1464","Before Payday",10,50,7.44357093175252,0,2.30258509299405,3.91202300542815,2.00735069764438
"1465","Before Payday",45,0,7.52972269058228,1,3.80666248977032,0,2.01885821385375
"1466","After Payday",22,350,7.80074177185694,1,3.09104245335832,5.85793315448346,2.05421882812994
"1467","After Payday",120,8500,7.42263682683309,0,4.78749174278205,9.04782144247841,2.00453436154894
"1468","Before Payday",12,500,7.38202272852262,0,2.484906649788,6.21460809842219,1.99904768351429
"1469","Before Payday",35,4500,7.51390484968821,1,3.55534806148941,8.41183267575841,2.01675528400109
"1470","Before Payday",30,55,7.4957704047362,1,3.40119738166216,4.00733318523247,2.01433891542972
"1471","After Payday",60,8500,7.62279411156972,0,4.0943445622221,9.04782144247841,2.03114298379576
"1472","After Payday",500,4000,7.53084658583005,1,6.21460809842219,8.29404964010203,2.01900746388929
"1473","Before Payday",150,1000,7.47539462645849,1,5.01063529409626,6.90775527898214,2.01161691072051
"1474","Before Payday",120,750,7.63415629665057,0,4.78749174278205,6.62007320653036,2.0326324278691
"1475","After Payday",15,200,7.62989981969198,0,2.70805020110221,5.29831736654804,2.03207471541882
"1476","Before Payday",75,300,7.57289147377014,1,4.31748811353631,5.7037824746562,2.02457495935029
"1477","Before Payday",7,2,7.53122373421987,0,1.94591014905531,0.693147180559945,2.01905754311238
"1478","Before Payday",4,6,7.83951158324877,0,1.38629436111989,1.79175946922805,2.05917653436671
"1479","Before Payday",25,2000,7.66077450911204,0,3.2188758248682,7.60090245954208,2.03611308949128
"1480","After Payday",30,80000,7.67173065741857,0,3.40119738166216,11.289781913656,2.03754222974622
"1481","After Payday",32,81000,7.56998810172081,1,3.46573590279973,11.3022044336546,2.02419149568073
"1482","Before Payday",NA,NA,7.502150674661,1,NA,NA,2.01518973605691
"1483","After Payday",200,10000,7.57557058334351,0,5.29831736654804,9.21034037197618,2.02492867309248
"1484","After Payday",20,158,7.78477509816488,1,2.99573227355399,5.06259503302697,2.05216991574405
"1485","Before Payday",12,NA,7.64612266421318,0,2.484906649788,NA,2.03419867807166
"1486","After Payday",19,58000,7.7749390800794,0,2.94443897916644,10.9681982895286,2.05090562267504
"1487","After Payday",18,1500,7.34377091129621,1,2.89037175789616,7.3132203870903,1.99385245883603
"1488","Before Payday",180,15000,7.42855970064799,0,5.19295685089021,9.61580548008435,2.00533199076594
"1489","After Payday",40,1000,7.64812108874321,0,3.68887945411394,6.90775527898214,2.03446000835692
"1490","Before Payday",70,1000,7.64912136395772,0,4.24849524204936,6.90775527898214,2.03459078685756
"1491","Before Payday",47,9500,7.48636367917061,1,3.85014760171006,9.15904707758863,2.01308318954327
"1492","Before Payday",23,1,7.34097053607305,0,3.13549421592915,0,1.99347105950842
"1493","Before Payday",240,500,7.45229936639468,0,5.48063892334199,6.21460809842219,2.00852262455653
"1494","Before Payday",391,19000,7.43582104643186,0,5.96870755998537,9.85219425814858,2.00630900373204
"1495","Before Payday",2,1500,7.54582019646962,0,0.693147180559945,7.3132203870903,2.02099379359717
"1496","Before Payday",100,10000,7.59927889704704,1,4.60517018598809,9.21034037197618,2.02805336082321
"1497","After Payday",130,2400,7.8708335061868,0,4.86753445045558,7.78322401633604,2.06316396612078
"1498","After Payday",20,1000,7.32238701979319,0,2.99573227355399,6.90775527898214,1.99093637041577
"1499","After Payday",100,NA,7.49611946940422,1,4.60517018598809,NA,2.01438548256315
"1500","Before Payday",65,3000,7.55529974897703,1,4.17438726989564,8.00636756765025,2.02224927051369
"1501","After Payday",200,700,7.56324476003647,0,5.29831736654804,6.5510803350434,2.02330029917404
"1502","Before Payday",1800,94000,7.34105607867241,1,7.49554194388426,11.4510500612521,1.99348271220482
"1503","Before Payday",150,500,7.58378919959068,1,5.01063529409626,6.21460809842219,2.0260129691538
"1504","Before Payday",100,70000,7.43082443873088,0,4.60517018598809,11.1562505210315,2.00563681337221
"1505","Before Payday",17,0,7.38907955090205,1,2.83321334405622,0,2.00000317387416
"1506","Before Payday",50,200,7.71779375274976,0,3.91202300542815,5.29831736654804,2.04352853987028
"1507","Before Payday",300,30000,7.70160302519798,0,5.7037824746562,10.3089526606443,2.04142849228278
"1508","Before Payday",80,NA,7.60957852005959,0,4.38202663467388,NA,2.02940778532791
"1509","Before Payday",0,1000,7.52146060268084,0,0,6.90775527898214,2.01776034818162
"1510","After Payday",400,400,6.77783140730351,0,5.99146454710798,5.99146454710798,1.91365719935876
"1511","After Payday",120,82000,7.54362002015114,1,4.78749174278205,11.3144745262464,2.02070217557788
"1512","After Payday",50,700,7.10159407059352,0,3.91202300542815,6.5510803350434,1.96031927583211
"1513","Before Payday",280,900,7.92269215981166,0,5.63478960316925,6.80239476332431,2.06973106723504
"1514","After Payday",40,20000,7.28079249461492,0,3.68887945411394,9.90348755253613,1.98523971543427
"1515","After Payday",500,7800,7.4937772055467,0,6.21460809842219,8.96187901267768,2.01407297021868
"1516","Before Payday",60,250,7.28096869587898,1,4.0943445622221,5.52146091786225,1.98526391597729
"1517","After Payday",200,800,7.48911418517431,1,5.29831736654804,6.68461172766793,2.01345052420325
"1518","Before Payday",1300,2000,7.6218597193559,0,7.17011954344963,7.60090245954208,2.03102039757958
"1519","After Payday",119,17872,7.49541436632474,0,4.77912349311153,9.79099052130898,2.0142914157268
"1520","After Payday",100,100,6.28171300888062,0,4.60517018598809,4.60517018598809,1.83764271539931
"1521","After Payday",15,425,7.63286556800206,1,2.70805020110221,6.05208916892442,2.03246334071339
"1522","Before Payday",285,22000,7.55014438430468,0,5.65248918026865,9.99879773234045,2.02156668682704
"1523","Before Payday",600,15000,7.71876691778501,0,6.39692965521615,9.61580548008435,2.04365462560366
"1524","After Payday",NA,NA,7.74678629636765,0,NA,NA,2.04727808592885
"1525","After Payday",280,4300,7.58103279272715,0,5.63478960316925,8.36637030168165,2.02564944271145
"1526","After Payday",200,10000,7.57312606771787,0,5.29831736654804,9.21034037197618,2.02460593699139
"1527","Before Payday",40,119,7.66530168056488,1,3.68887945411394,4.77912349311153,2.03670386974429
"1528","After Payday",35,10984,7.60551963249842,0,3.55534806148941,9.30419494744781,2.02887425112172
"1529","Before Payday",200,2000,7.6541298131148,0,5.29831736654804,7.60090245954208,2.03524534702624
"1530","Before Payday",106,12750,7.40945482254028,1,4.66343909411207,9.45328655058657,2.00275686339491
"1531","Before Payday",500,3000,7.45783064762751,0,6.21460809842219,8.00636756765025,2.0092645740206
"1532","After Payday",0,NA,7.93794393539429,0,0,NA,2.07165429152342
"1533","After Payday",20,1500,7.56105882922808,0,2.99573227355399,7.3132203870903,2.02301123716061
"1534","Before Payday",0,1500,7.54931176702182,1,0,7.3132203870903,2.02145640242006
"1535","Before Payday",60,1000,7.55090883374214,0,4.0943445622221,6.90775527898214,2.02166793134649
"1536","After Payday",50,700,7.54147550463676,1,3.91202300542815,6.5510803350434,2.02041785314515
"1537","After Payday",125,7000,7.71024110913277,0,4.8283137373023,8.85366542803745,2.04254945934733
"1538","Before Payday",NA,NA,7.66495074828466,1,NA,NA,2.0366580867695
"1539","After Payday",50,500,8.01882050434748,1,3.91202300542815,6.21460809842219,2.08179134177932
"1540","After Payday",200,1600,7.68057978153229,0,5.29831736654804,7.37775890822787,2.03869503669719
"1541","After Payday",NA,NA,7.87034444014231,1,NA,NA,2.06310182769044
"1542","Before Payday",20,258,7.5269702176253,1,2.99573227355399,5.55295958492162,2.01849259930553
"1543","After Payday",150,6000,7.73174160718918,0,5.01063529409626,8.69951474821019,2.04533414216237
"1544","Before Payday",2,1500,7.61636779705683,0,0.693147180559945,7.3132203870903,2.03029958900379
"1545","Before Payday",37,256,7.5152840813001,1,3.61091791264422,5.54517744447956,2.01693882439334
"1546","After Payday",2,25,7.68355719248454,0,0.693147180559945,3.2188758248682,2.0390826160314
"1547","After Payday",40,NA,7.47216847538948,1,3.68887945411394,NA,2.01118524823518
"1548","Before Payday",15,7000,7.38447410861651,0,2.70805020110221,8.85366542803745,1.99937970269845
"1549","Before Payday",10,13,8.00763895114263,1,2.30258509299405,2.56494935746154,2.08039595497536
"1550","After Payday",100,32000,7.5174738963445,1,4.60517018598809,10.3734911817819,2.01723016348935
"1551","After Payday",0,3000,7.5580660601457,0,0,8.00636756765025,2.02261534531589
"1552","After Payday",200,15000,7.5299323896567,1,5.29831736654804,9.61580548008435,2.01888606297424
"1553","After Payday",60,7500,7.60945257544518,0,4.0943445622221,8.9226582995244,2.02939123439065
"1554","Before Payday",200,1000,7.45217951138814,1,5.29831736654804,6.90775527898214,2.0085065414707
"1555","After Payday",25,100,7.50937823454539,1,3.2188758248682,4.60517018598809,2.0161526706769
"1556","Before Payday",100,2000,7.20736119151115,0,4.60517018598809,7.60090245954208,1.97510289144953
"1557","After Payday",67,6500,7.50673261284828,0,4.20469261939097,8.77955745588373,2.0158002995801
"1558","After Payday",150,2000,7.65720887978872,1,5.01063529409626,7.60090245954208,2.03564754134474
"1559","Before Payday",150,1000,7.5472708940506,0,5.01063529409626,6.90775527898214,2.02118602692787
"1560","Before Payday",70,30000,7.56840350230535,0,4.24849524204936,10.3089526606443,2.02398214722909
"1561","After Payday",50,1000,7.40666042764982,0,3.91202300542815,6.90775527898214,2.00237965319151
"1562","Before Payday",50,100,7.65718335906665,0,3.91202300542815,4.60517018598809,2.0356442084378
"1563","Before Payday",3,250,7.10830575227737,0,1.09861228866811,5.52146091786225,1.96126392460045
"1564","After Payday",11,15500,7.4719459745619,0,2.39789527279837,9.64859530290734,2.01115547051522
"1565","After Payday",15,1800,7.63701390226682,0,2.70805020110221,7.49554194388426,2.03300667628783
"1566","Before Payday",60,300,7.75494266549746,0,4.0943445622221,5.7037824746562,2.04833040337067
"1567","After Payday",10,700,7.70354703068733,1,2.30258509299405,6.5510803350434,2.04168087612748
"1568","After Payday",100,3000,7.54814627766609,0,4.60517018598809,8.00636756765025,2.02130200697751
"1569","After Payday",1500,60000,7.66790795326233,0,7.3132203870903,11.0020998412042,2.03704382110279
"1570","After Payday",25,4855,7.30991026759148,1,3.2188758248682,8.48776438072542,1.98923099839106
"1571","After Payday",NA,NA,7.70208615064621,0,NA,NA,2.04149122082045
"1572","Before Payday",7,0,7.73630684614182,1,1.94591014905531,0,2.04592442206729
"1573","Before Payday",150,1200,7.70489148298899,0,5.01063529409626,7.09007683577609,2.04185538470002
"1574","After Payday",300,4000,7.32050084074338,1,5.7037824746562,8.29404964010203,1.9906787464992
"1575","After Payday",100,21800,7.74106066425641,1,4.60517018598809,9.98966524877718,2.0465387149386
"1576","Before Payday",50,7000,7.75167963902156,0,3.91202300542815,8.85366542803745,2.0479095474989
"1577","Before Payday",59,23,8.03515692551931,0,4.07753744390572,3.13549421592915,2.08382652924385
"1578","Before Payday",800,16000,7.6580027739207,1,6.68461172766793,9.68034400122192,2.03575121528025
"1579","After Payday",29,775,7.70348531007767,1,3.36729582998647,6.65286302935335,2.04167286412253
"1580","After Payday",100,2000,7.24253173669179,0,4.60517018598809,7.60090245954208,1.97997083265961
"1581","Before Payday",41,5500,7.52598385016123,0,3.71357206670431,8.61250337122056,2.01836154629613
"1582","After Payday",5,20000,7.62982432047526,0,1.6094379124341,9.90348755253613,2.03206482019187
"1583","Before Payday",100,0,7.71967063347499,0,4.60517018598809,0,2.0437716990689
"1584","After Payday",30,1100,7.85349795222282,1,3.40119738166216,7.00306545878646,2.06095903155384
"1585","After Payday",350,16200,7.57758038242658,0,5.85793315448346,9.69276652122048,2.02519393793402
"1586","After Payday",6,6000,7.58241966366768,0,1.79175946922805,8.69951474821019,2.02583236555813
"1587","After Payday",3,500,7.67922514677048,1,1.09861228866811,6.21460809842219,2.03851864972201
"1588","Before Payday",1,3,7.62289638320605,1,0,1.09861228866811,2.03115640026074
"1589","Before Payday",250,1000,7.57372749845187,1,5.52146091786225,6.90775527898214,2.02468535028098
"1590","After Payday",200,4000,7.65395318468412,0,5.29831736654804,8.29404964010203,2.03522227053381
"1591","Before Payday",15,5500,7.46983235081037,0,2.70805020110221,8.61250337122056,2.01087255589561
"1592","Before Payday",30,20000,7.52055191993713,0,3.40119738166216,9.90348755253613,2.01763952887723
"1593","After Payday",400,3500,7.41003249088923,0,5.99146454710798,8.1605182474775,2.00283482403377
"1594","Before Payday",50,0,7.85384300351143,0,3.91202300542815,0,2.06100296658901
"1595","Before Payday",11,700,7.51031281550725,1,2.39789527279837,6.5510803350434,2.01627711810528
"1596","After Payday",375,20000,7.75587726632754,0,5.92692602597041,9.90348755253613,2.04845091290341
"1597","Before Payday",17,8,7.53468812505404,0,2.83321334405622,2.07944154167984,2.01951744104987
"1598","After Payday",42,400,7.34666303793589,1,3.73766961828337,5.99146454710798,1.99424620168761
"1599","After Payday",NA,NA,7.68566271662712,1,NA,NA,2.03935660835738
"1600","After Payday",24,400,7.85768915216128,1,3.17805383034795,5.99146454710798,2.06149256221706
"1601","Before Payday",120,0,7.37916618585587,0,4.78749174278205,0,1.99866064928297
"1602","Before Payday",150,0,7.56811848282814,1,5.01063529409626,0,2.02394448739184
"1603","After Payday",50,800,7.27712111671766,0,3.91202300542815,6.68461172766793,1.98473533299691
"1604","Before Payday",300,15000,7.52804397543271,1,5.7037824746562,9.61580548008435,2.01863524384847
"1605","Before Payday",250,3000,7.33847493926684,0,5.52146091786225,8.00636756765025,1.99313104709658
"1606","Before Payday",45,1500,5.88719270129998,1,3.80666248977032,7.3132203870903,1.77277926287204
"1607","Before Payday",10,500,7.54664716124535,1,2.30258509299405,6.21460809842219,2.0211033800229
"1608","After Payday",15,3000,7.40583549936612,0,2.70805020110221,8.00636756765025,2.00226827043892
"1609","Before Payday",8,150,7.45206145445506,1,2.07944154167984,5.01063529409626,2.0084906994116
"1610","Before Payday",22,11200,7.76229476928711,0,3.09104245335832,9.32366905728319,2.04927800817091
"1611","Before Payday",200,2000,7.81664462884267,0,5.29831736654804,7.60090245954208,2.05625538688238
"1612","Before Payday",30,1250,7.79941902558009,0,3.40119738166216,7.13089883029635,2.05404924702149
"1613","After Payday",50,2000,7.44008081158002,1,3.91202300542815,7.60090245954208,2.00688171055752
"1614","Before Payday",10,3000,7.45995143055916,0,2.30258509299405,8.00636756765025,2.00954890354557
"1615","After Payday",20,600,7.65968280037244,0,2.99573227355399,6.39692965521615,2.03597057302204
"1616","After Payday",25,3000,7.43321540951729,0,3.2188758248682,8.00636756765025,2.00595852548163
"1617","After Payday",0,NA,7.65867418050766,1,0,NA,2.03583888528719
"1618","After Payday",33,5147,7.57340121269226,0,3.49650756146648,8.54616929965275,2.02464226808819
"1619","Before Payday",60,2000,7.50456182161967,1,4.0943445622221,7.60090245954208,2.01551107852016
"1620","Before Payday",31,2000,7.48138174414635,1,3.43398720448515,7.60090245954208,2.01241750008005
"1621","Before Payday",20,200,7.53780756394068,1,2.99573227355399,5.29831736654804,2.01993136572373
"1622","Before Payday",150,500,7.56711268424988,0,5.01063529409626,6.21460809842219,2.02381157913711
"1623","After Payday",3,200,7.6095706820488,1,1.09861228866811,5.29831736654804,2.02940675530833
"1624","After Payday",60,1000,7.70794945955276,0,4.0943445622221,6.90775527898214,2.04225219364852
"1625","Before Payday",5,5,7.78197253743808,0,1.6094379124341,1.6094379124341,2.05180984557105
"1626","Before Payday",NA,NA,7.44475955764453,0,NA,NA,2.00751036979773
"1627","Before Payday",NA,NA,7.54818184177081,1,NA,NA,2.02130671860069
"1628","After Payday",1500,800,7.41154622038205,1,7.3132203870903,6.68461172766793,2.00303908425835
"1629","After Payday",0,0,7.39597073197365,0,0,0,2.00093535623928
"1630","Before Payday",125,250,7.59432994325956,1,4.8283137373023,5.52146091786225,2.02740190875353
"1631","After Payday",50,400,7.97160785396894,1,3.91202300542815,5.99146454710798,2.07588621072031
