"","year","unitid","sex","ftpt","number_applied","number_admitted","number_enrolled","student_faculty_ratio","institution_level","subcohort","class_level","fed_aid_type","adj_cohort","completers_150pct","completion_rate_150pct","pell_adj_cohort","pell_6yr","total_adj_cohort","total_6yr"
"6001",2015,448716,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",259,205,0,259,205,259,205
"6002",2015,448734,"Total","Full-time",NA,NA,NA,5,"Four or more years","Total","First-time","Total",7,2,0,7,2,7,2
"6003",2015,448752,"Total","Full-time",NA,NA,NA,16,"Four or more years","Total","First-time","Total",285,80,0,235,65,285,80
"6004",2015,448761,"Total","Full-time",NA,NA,NA,13,"Four or more years","Total","First-time","Total",138,40,0,92,24,138,40
"6005",2015,448770,"Total","Full-time",NA,NA,NA,19,"Less than four years","Total","First-time","Total",192,108,0,124,65,192,108
"6006",2015,448798,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",69,15,0,60,15,69,15
"6007",2015,448804,"Total","Full-time",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6008",2015,448822,"Total","Full-time",NA,NA,NA,2,"Four or more years","Total","First-time","Total",6,0,0,2,0,6,0
"6009",2015,448840,"Total","Full-time",NA,NA,585,16,"Four or more years","Total","First-time","Total",467,170,0,160,54,467,170
"6010",2015,448859,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",61,46,0,41,27,61,46
"6011",2015,448886,"Total","Full-time",NA,NA,1225,21,"Four or more years","Total","First-time","Total",729,490,0,337,198,729,490
"6012",2015,448895,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",394,203,0,317,164,394,203
"6013",2015,448974,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",261,164,0,214,130,261,164
"6014",2015,448983,"Total","Full-time",NA,NA,NA,29,"Less than four years","Total","First-time","Total",154,101,0,110,69,154,101
"6015",2015,449010,"Total","Full-time",NA,NA,NA,18,"Four or more years","Total","First-time","Total",274,89,0,199,57,274,89
"6016",2015,449038,"Total","Full-time",NA,NA,NA,11,"Four or more years","Total","First-time","Total",10,3,0,0,0,10,3
"6017",2015,449074,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",746,552,0,424,336,746,552
"6018",2015,449083,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",225,193,0,214,183,225,193
"6019",2015,449092,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",193,154,0,181,145,193,154
"6020",2015,449117,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",39,21,0,35,18,39,21
"6021",2015,449126,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",34,16,0,26,12,34,16
"6022",2015,449135,"Total","Full-time",NA,NA,NA,18,"Four or more years","Total","First-time","Total",154,103,0,146,97,154,103
"6023",2015,449144,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",87,56,0,82,54,87,56
"6024",2015,449153,"Total","Full-time",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6025",2015,449162,"Total","Full-time",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6026",2015,449171,"Total","Full-time",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6027",2015,449180,"Total","Full-time",NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6028",2015,449199,"Total","Full-time",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6029",2015,449205,"Total","Full-time",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6030",2015,449214,"Total","Full-time",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6031",2015,449223,"Total","Full-time",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6032",2015,449232,"Total","Full-time",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6033",2015,449241,"Total","Full-time",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6034",2015,449250,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",413,263,0,296,199,413,263
"6035",2015,449269,"Total","Full-time",NA,NA,NA,30,"Less than four years","Total","First-time","Total",611,375,0,268,222,611,375
"6036",2015,449302,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",7,3,0,7,3,7,3
"6037",2015,449311,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",286,203,0,270,190,286,203
"6038",2015,449320,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",476,349,0,365,264,476,349
"6039",2015,449339,"Total","Full-time",NA,NA,NA,20,"Four or more years","Total","First-time","Total",1104,392,0,83,52,1104,392
"6040",2015,449348,"Total","Full-time",NA,NA,NA,5,"Four or more years","Total","First-time","Total",1,0,0,1,0,1,0
"6041",2015,449357,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",11,7,0,8,7,11,7
"6042",2015,449366,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",403,382,0,105,98,403,382
"6043",2015,449384,"Total","Full-time",NA,NA,5,9,"Less than four years","Total","First-time","Total",5,2,0,2,1,5,2
"6044",2015,449393,"Total","Full-time",NA,NA,NA,17,"Less than four years","Total","First-time","Total",31,21,0,27,18,31,21
"6045",2015,449436,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6046",2015,449445,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",46,23,0,41,20,46,23
"6047",2015,449454,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",14,9,0,12,8,14,9
"6048",2015,449463,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",72,52,0,29,29,72,52
"6049",2015,449472,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",23,12,0,16,7,23,12
"6050",2015,449481,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6051",2015,449490,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",184,161,0,144,144,184,161
"6052",2015,449506,"Total","Full-time",NA,NA,86,22,"Less than four years","Total","First-time","Total",30,25,0,29,24,30,25
"6053",2015,449524,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",31,22,0,27,18,31,22
"6054",2015,449533,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",40,26,0,36,23,40,26
"6055",2015,449597,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",18,4,0,6,4,18,4
"6056",2015,449603,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",176,149,0,120,119,176,149
"6057",2015,449612,"Total","Full-time",NA,NA,90,16,"Four or more years","Total","First-time","Total",53,31,0,26,14,53,31
"6058",2015,449658,"Total","Full-time",NA,NA,25,17,"Four or more years","Total","First-time","Total",27,3,0,14,2,27,3
"6059",2015,449667,"Total","Full-time",NA,NA,20,8,"Less than four years","Total","First-time","Total",29,21,0,16,9,29,21
"6060",2015,449676,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",58,45,0,51,41,58,45
"6061",2015,449685,"Total","Full-time",NA,NA,NA,21,"Less than four years","Total","First-time","Total",374,289,0,183,127,374,289
"6062",2015,449700,"Total","Full-time",NA,NA,NA,30,"Less than four years","Total","First-time","Total",190,125,0,152,103,190,125
"6063",2015,449719,"Total","Full-time",NA,NA,NA,14,"Less than four years","Total","First-time","Total",52,37,0,34,26,52,37
"6064",2015,449728,"Total","Full-time",NA,NA,2,30,"Less than four years","Total","First-time","Total",11,5,0,10,5,11,5
"6065",2015,449746,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6066",2015,449764,"Total","Full-time",NA,NA,16,6,"Four or more years","Total","First-time","Total",22,10,0,13,3,22,10
"6067",2015,449773,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",116,82,0,63,48,116,82
"6068",2015,449782,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",17,12,0,13,9,17,12
"6069",2015,449791,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6070",2015,449807,"Total","Full-time",NA,NA,NA,19,"Less than four years","Total","First-time","Total",148,109,0,79,59,148,109
"6071",2015,449816,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",18,12,0,5,3,18,12
"6072",2015,449834,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6073",2015,449852,"Total","Full-time",NA,NA,NA,17,"Less than four years","Total","First-time","Total",19,11,0,7,7,19,11
"6074",2015,449861,"Total","Full-time",NA,NA,24,11,"Less than four years","Total","First-time","Total",93,64,0,80,54,93,64
"6075",2015,449870,"Total","Full-time",NA,NA,NA,10,"Four or more years","Total","First-time","Total",2,1,0,1,1,2,1
"6076",2015,449889,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6077",2015,449898,"Total","Full-time",NA,NA,NA,12,"Four or more years","Total","First-time","Total",41,5,0,22,3,41,5
"6078",2015,449904,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",263,97,0,237,87,263,97
"6079",2015,449922,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6080",2015,449931,"Total","Full-time",NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6081",2015,449959,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",54,38,0,28,20,54,38
"6082",2015,449968,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",149,121,0,93,77,149,121
"6083",2015,449977,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",65,49,0,34,26,65,49
"6084",2015,449986,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",97,67,0,58,38,97,67
"6085",2015,449995,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",69,54,0,37,30,69,54
"6086",2015,450003,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",62,27,0,57,25,62,27
"6087",2015,450021,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",139,71,0,126,60,139,71
"6088",2015,450049,"Total","Full-time",NA,NA,NA,12,"Four or more years","Total","First-time","Total",111,22,0,75,14,111,22
"6089",2015,450058,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",127,45,0,111,40,127,45
"6090",2015,450067,"Total","Full-time",NA,NA,NA,17,"Less than four years","Total","First-time","Total",207,95,0,182,80,207,95
"6091",2015,450076,"Total","Full-time",NA,NA,NA,24,"Less than four years","Total","First-time","Total",345,151,0,318,141,345,151
"6092",2015,450085,"Total","Full-time",NA,NA,NA,20,"Four or more years","Total","First-time","Total",206,43,0,159,30,206,43
"6093",2015,450094,"Total","Full-time",NA,NA,NA,16,"Four or more years","Total","First-time","Total",148,54,0,113,38,148,54
"6094",2015,450119,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",104,61,0,95,57,104,61
"6095",2015,450128,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",235,121,0,209,108,235,121
"6096",2015,450146,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6097",2015,450173,"Total","Full-time",NA,NA,NA,34,"Less than four years","Total","First-time","Total",15593,10027,0,15593,10027,15593,10027
"6098",2015,450182,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",246,188,0,233,178,246,188
"6099",2015,450191,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",228,98,0,197,83,228,98
"6100",2015,450207,"Total","Full-time",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6101",2015,450216,"Total","Full-time",NA,NA,136,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6102",2015,450225,"Total","Full-time",NA,NA,60,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6103",2015,450234,"Total","Full-time",NA,NA,24,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6104",2015,450243,"Total","Full-time",NA,NA,80,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6105",2015,450252,"Total","Full-time",NA,NA,101,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6106",2015,450261,"Total","Full-time",NA,NA,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6107",2015,450270,"Total","Full-time",NA,NA,21,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6108",2015,450289,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",208,95,0,176,74,208,95
"6109",2015,450298,"Total","Full-time",NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6110",2015,450304,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6111",2015,450377,"Total","Full-time",NA,NA,NA,23,"Four or more years","Total","First-time","Total",4,0,0,0,0,4,0
"6112",2015,450395,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",56,45,0,43,35,56,45
"6113",2015,450401,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",293,188,0,254,166,293,188
"6114",2015,450429,"Total","Full-time",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6115",2015,450447,"Total","Full-time",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6116",2015,450456,"Total","Full-time",NA,NA,NA,9,"Four or more years","Total","First-time","Total",116,10,0,88,9,116,10
"6117",2015,450465,"Total","Full-time",NA,NA,NA,6,"Four or more years","Total","First-time","Total",75,19,0,61,16,75,19
"6118",2015,450483,"Total","Full-time",NA,NA,NA,11,"Four or more years","Total","First-time","Total",36,1,0,22,1,36,1
"6119",2015,450526,"Total","Full-time",NA,NA,NA,13,"Four or more years","Total","First-time","Total",8,0,0,8,0,8,0
"6120",2015,450535,"Total","Full-time",NA,NA,NA,10,"Four or more years","Total","First-time","Total",6,2,0,4,2,6,2
"6121",2015,450544,"Total","Full-time",NA,NA,NA,12,"Four or more years","Total","First-time","Total",11,1,0,3,1,11,1
"6122",2015,450571,"Total","Full-time",NA,NA,NA,17,"Four or more years","Total","First-time","Total",100,29,0,80,23,100,29
"6123",2015,450580,"Total","Full-time",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6124",2015,450599,"Total","Full-time",NA,NA,NA,17,"Less than four years","Total","First-time","Total",117,52,0,92,36,117,52
"6125",2015,450605,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",52,27,0,45,22,52,27
"6126",2015,450614,"Total","Full-time",NA,NA,NA,14,"Less than four years","Total","First-time","Total",28,15,0,22,11,28,15
"6127",2015,450623,"Total","Full-time",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6128",2015,450632,"Total","Full-time",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6129",2015,450641,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",28,19,0,21,15,28,19
"6130",2015,450650,"Total","Full-time",NA,NA,NA,6,"Less than four years","Total","First-time","Total",76,66,0,39,33,76,66
"6131",2015,450669,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",109,83,0,86,61,109,83
"6132",2015,450678,"Total","Full-time",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6133",2015,450696,"Total","Full-time",NA,NA,54,56,"Less than four years","Total","First-time","Total",197,142,0,144,102,197,142
"6134",2015,450702,"Total","Full-time",NA,NA,32,34,"Less than four years","Total","First-time","Total",124,73,0,84,44,124,73
"6135",2015,450711,"Total","Full-time",NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6136",2015,450720,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",191,132,0,140,92,191,132
"6137",2015,450739,"Total","Full-time",NA,NA,NA,14,"Less than four years","Total","First-time","Total",89,56,0,65,36,89,56
"6138",2015,450757,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",19,10,0,14,6,19,10
"6139",2015,450766,"Total","Full-time",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6140",2015,450784,"Total","Full-time",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6141",2015,450793,"Total","Full-time",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6142",2015,450809,"Total","Full-time",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6143",2015,450818,"Total","Full-time",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6144",2015,450827,"Total","Full-time",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6145",2015,450836,"Total","Full-time",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6146",2015,450845,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6147",2015,450854,"Total","Full-time",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6148",2015,450863,"Total","Full-time",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6149",2015,450872,"Total","Full-time",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6150",2015,450881,"Total","Full-time",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6151",2015,450933,"Total","Full-time",NA,NA,NA,60,"Four or more years","Total","First-time","Total",798,246,0,312,100,798,246
"6152",2015,450942,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6153",2015,450951,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",59,47,0,33,24,59,47
"6154",2015,450960,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",147,120,0,59,59,147,120
"6155",2015,450979,"Total","Full-time",NA,NA,16,21,"Four or more years","Total","First-time","Total",119,39,0,38,21,119,39
"6156",2015,450988,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",139,125,0,91,87,139,125
"6157",2015,451006,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",31,22,0,26,19,31,22
"6158",2015,451015,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6159",2015,451033,"Total","Full-time",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6160",2015,451042,"Total","Full-time",NA,NA,NA,7,"Less than four years","Total","First-time","Total",28,27,0,12,11,28,27
"6161",2015,451051,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",9,9,1,5,5,9,9
"6162",2015,451060,"Total","Full-time",NA,NA,NA,13,"Four or more years","Total","First-time","Total",26,9,0,19,3,26,9
"6163",2015,451079,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6164",2015,451097,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",121,95,0,96,92,121,95
"6165",2015,451103,"Total","Full-time",NA,NA,NA,27,"Four or more years","Total","First-time","Total",694,472,0,648,472,694,472
"6166",2015,451121,"Total","Full-time",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6167",2015,451130,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6168",2015,451149,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",164,116,0,123,90,164,116
"6169",2015,451158,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",145,100,0,97,68,145,100
"6170",2015,451167,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",35,26,0,31,23,35,26
"6171",2015,451194,"Total","Full-time",NA,NA,NA,4,"Less than four years","Total","First-time","Total",15,14,0,7,7,15,14
"6172",2015,451219,"Total","Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Total",5,4,0,2,2,5,4
"6173",2015,451228,"Total","Full-time",NA,NA,NA,35,"Less than four years","Total","First-time","Total",101,44,0,87,38,101,44
"6174",2015,451237,"Total","Full-time",NA,NA,NA,7,"Less than four years","Total","First-time","Total",59,55,0,35,32,59,55
"6175",2015,451255,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",19,15,0,15,11,19,15
"6176",2015,451264,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",25,15,0,23,13,25,15
"6177",2015,451282,"Total","Full-time",NA,NA,NA,14,"Less than four years","Total","First-time","Total",64,20,0,53,19,64,20
"6178",2015,451291,"Total","Full-time",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6179",2015,451307,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",18,10,0,16,8,18,10
"6180",2015,451316,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6181",2015,451334,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",66,51,0,40,40,66,51
"6182",2015,451343,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",3,2,0,3,2,3,2
"6183",2015,451352,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",106,100,0,20,20,106,100
"6184",2015,451361,"Total","Full-time",NA,NA,NA,4,"Less than four years","Total","First-time","Total",22,19,0,9,7,22,19
"6185",2015,451370,"Total","Full-time",NA,NA,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6186",2015,451398,"Total","Full-time",NA,NA,62,22,"Four or more years","Total","First-time","Total",64,2,0,39,0,64,2
"6187",2015,451404,"Total","Full-time",NA,NA,65,12,"Four or more years","Total","First-time","Total",23,9,0,23,9,23,9
"6188",2015,451413,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",25,23,0,17,15,25,23
"6189",2015,451459,"Total","Full-time",NA,NA,NA,7,"Less than four years","Total","First-time","Total",85,74,0,67,56,85,74
"6190",2015,451468,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",53,37,0,28,18,53,37
"6191",2015,451477,"Total","Full-time",NA,NA,NA,48,"Less than four years","Total","First-time","Total",90,48,0,70,33,90,48
"6192",2015,451495,"Total","Full-time",NA,NA,NA,19,"Less than four years","Total","First-time","Total",27,19,0,0,0,27,19
"6193",2015,451501,"Total","Full-time",NA,NA,NA,21,"Less than four years","Total","First-time","Total",77,45,0,77,45,77,45
"6194",2015,451510,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6195",2015,451529,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",33,21,0,33,21,33,21
"6196",2015,451538,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",70,36,0,68,36,70,36
"6197",2015,451547,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",26,22,0,25,21,26,22
"6198",2015,451556,"Total","Full-time",NA,NA,NA,17,"Four or more years","Total","First-time","Total",272,182,0,254,172,272,182
"6199",2015,451565,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",40,30,0,16,10,40,30
"6200",2015,451574,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",65,45,0,39,26,65,45
"6201",2015,451583,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",41,30,0,20,14,41,30
"6202",2015,451617,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",25,11,0,19,9,25,11
"6203",2015,451626,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",80,77,0,77,77,80,77
"6204",2015,451635,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",12,10,0,9,8,12,10
"6205",2015,451644,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",15,14,0,15,14,15,14
"6206",2015,451653,"Total","Full-time",NA,NA,NA,5,"Less than four years","Total","First-time","Total",16,7,0,16,7,16,7
"6207",2015,451662,"Total","Full-time",NA,NA,NA,13,"Four or more years","Total","First-time","Total",240,27,0,168,18,240,27
"6208",2015,451671,"Total","Full-time",NA,NA,86,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6209",2015,451699,"Total","Full-time",NA,NA,NA,10,"Four or more years","Total","First-time","Total",364,54,0,289,42,364,54
"6210",2015,451705,"Total","Full-time",NA,NA,NA,10,"Four or more years","Total","First-time","Total",46,7,0,41,6,46,7
"6211",2015,451714,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",183,107,0,110,63,183,107
"6212",2015,451741,"Total","Full-time",NA,NA,NA,25,"Four or more years","Total","First-time","Total",225,146,0,214,146,225,146
"6213",2015,451750,"Total","Full-time",NA,NA,NA,10,"Four or more years","Total","First-time","Total",62,9,0,52,5,62,9
"6214",2015,451769,"Total","Full-time",NA,NA,NA,12,"Four or more years","Total","First-time","Total",36,13,0,23,10,36,13
"6215",2015,451796,"Total","Full-time",NA,NA,NA,19,"Four or more years","Total","First-time","Total",145,46,0,101,31,145,46
"6216",2015,451820,"Total","Full-time",NA,NA,NA,18,"Four or more years","Total","First-time","Total",150,41,0,90,22,150,41
"6217",2015,451848,"Total","Full-time",NA,NA,NA,9,"Four or more years","Total","First-time","Total",112,52,0,79,38,112,52
"6218",2015,451857,"Total","Full-time",NA,NA,91,15,"Less than four years","Total","First-time","Total",319,176,0,220,139,319,176
"6219",2015,451866,"Total","Full-time",NA,NA,73,12,"Four or more years","Total","First-time","Total",387,259,0,265,183,387,259
"6220",2015,451875,"Total","Full-time",NA,NA,NA,16,"Four or more years","Total","First-time","Total",6,1,0,6,1,6,1
"6221",2015,451884,"Total","Full-time",NA,NA,NA,11,"Four or more years","Total","First-time","Total",13,3,0,4,0,13,3
"6222",2015,451909,"Total","Full-time",NA,NA,NA,34,"Less than four years","Total","First-time","Total",329,198,0,295,174,329,198
"6223",2015,451918,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",58,32,0,50,25,58,32
"6224",2015,451936,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6225",2015,451945,"Total","Full-time",NA,NA,46,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
